,y
4456068992182160,0
4456424178427250,0
4456797466940200,0
4456791021108920,0
4457086404997440,0
4457152129019640,0
4457827361629760,0
4458609708660190,0
4458599680017930,0
4458853061816280,0
4459689523639890,0
4459663745597810,0
4458970833619120,0
4460049088641370,1
4460408020984770,0
4460044734718810,0
4460057116667200,0
4460053245947360,0
4460003047662520,0
4460406158654420,0
4460417973233560,0
4460420603967690,0
4460666649465060,0
4460783620098110,0
4461139519472380,0
4461131160371150,0
4461488888731490,0
4462104544972710,0
4462559836736440,0
4462918689545870,0
4463222482234740,0
4463282205450510,0
4468230968346510,0
4468341035434870,0
4468603934195360,0
4463919710511440,0
4464045383900520,0
4464399178120380,0
4464407126239860,0
4464303207479990,0
4470181806452450,0
4470051229237290,0
4470146385254120,0
4464765973655970,0
4465132082049670,0
4465131238564520,0
4465855921977370,0
4455748258222440,0
4466191457940130,0
4466877365962200,0
4467669631499950,0
4467574181502060,0
4468372098269660,0
4460795306441440,0
4460953988723200,0
4469102997811460,0
4469455511584290,0
4470201989097430,0
4470556433156700,0
4470538124828320,0
4471286891378060,0
4471286468199130,0
4471649820955150,0
4466397390447760,0
4466884478796710,0
4467249421631750,0
4472380502446650,0
4472361660748590,0
4468783433597780,0
4469416730825640,0
4472610375272250,0
4469689944612760,0
4473096356408230,0
4473104807497210,0
4470057746647810,0
4470201309850860,0
4471223461235080,0
4473419993612700,0
4473394458661250,0
4473444626132410,0
4470011751758580,0
4470515869291910,0
4470749111245950,0
4470846510695040,0
4471088345891280,0
4458443634868710,0
4457122873797330,0
4463077800071650,0
4463298232045820,0
4463461884977100,0
4464762253398680,0
4465090114186490,0
4465481266031710,0
4465484789276880,0
4465769880367360,0
4466179173678940,0
4466147917714230,0
4466220088686490,0
4466102480736480,0
4463105897995420,0
4463248919576360,0
4463167616674160,0
4466403769730470,0
4466761270874930,0
4467282619603990,0
4467171138842270,0
4467271176846100,0
4467261421626060,0
4467579399372290,0
4467646345120990,0
4467659456330370,0
4465814063050410,0
4465825555626070,0
4468016152860490,0
4468021474685240,0
4466023589584700,0
4468388648803620,0
4466491502312840,0
4468392281080380,0
4468524611204930,0
4468661312139730,0
4468701442688210,0
4468750487582060,0
4466733177565440,0
4468928522662240,0
4468939839203590,0
4468870380975090,0
4469023661674340,0
4469462629905950,0
4469793442987710,0
4467856886987750,0
4469815022517180,0
4470151053084380,0
4470195797702830,0
4468563190752500,0
4470539672622250,0
4471128687019770,0
4471270458329760,0
4471574008500810,0
4469530950420190,0
4469777009538600,0
4469681043792210,0
4472370134012890,0
4473399923596670,0
4473257971187150,0
4473380994404700,0
4473350891571510,0
4472884662079970,0
4473130292551260,0
4455978944546410,0
4455854533610770,0
4456436706615250,0
4456355039556820,0
4456256397565940,0
4456459317956310,0
4456795390624010,1
4457161259807340,0
4457155224779640,0
4457106168388180,0
4458963515333490,0
4459324455360330,0
4459661627836620,0
4460056055288120,1
4460782978803130,0
4460776347352940,0
4460797663598790,0
4461132112875800,0
4461189263829140,0
4461494647542440,0
4460753353988050,0
4462096575801590,0
4462957167367740,0
4462959336454810,0
4463271484895280,0
4463682320993470,0
4464046571274810,0
4464044775810070,0
4464770906580120,0
4464769463216680,0
4465122703546840,0
4465118236485330,0
4465130227710200,0
4465134078564770,0
4464933665925550,0
4465486979342480,0
4465496474377710,0
4465380950696890,0
4465487318247970,0
4465422898144120,0
4465858602864660,0
4465854559810810,0
4466210483671550,0
4466213302116440,0
4466164678190330,0
4466581838786680,0
4467668235345250,0
4468389198188260,0
4468754975137880,0
4468754115212790,0
4468584073487950,0
4468757205922540,0
4469119463975890,0
4469479494562170,0
4469469252224420,0
4469419440727750,0
4469836048915120,0
4470565748189300,0
4471604031160710,0
4471656330688900,0
4464966113412720,0
4471654778787500,0
4471636398965470,0
4471629386469070,0
4472017174820380,0
4472003778261750,0
4471998371262360,1
4472008895256350,0
4472015375345240,0
4472347693907350,0
4472381118738570,0
4472729783066430,0
4470567442905970,0
4470567761671570,0
4470567900478430,0
4473094377153570,0
4470620458507210,0
4473093764365740,0
4473458920438860,0
4471254985321740,0
4471259305871090,0
4471276754328330,0
4471632758730820,0
4473459042006290,0
4471837772066940,0
4455969243514730,0
4455753513222390,0
4456732506277880,0
4456763828484270,0
4456697139290450,0
4457494920942070,0
4457670628726130,0
4458177632156380,0
4460335592909370,0
4460771897170630,0
4460936893263020,0
4461131911671280,0
4461036855821890,0
4461302346776680,0
4464040804350640,0
4462212582125330,0
4462401309141190,0
4463321174268600,0
4465698379842920,0
4465810166523690,0
4464408958857800,0
4464409185467440,0
4464401534753710,0
4466356311636400,0
4464771212194100,1
4465029841286090,0
4465108249822880,0
4467057670116230,0
4466578139480290,0
4467640208552750,0
4467542397947140,0
4466805688777560,0
4467305666974680,0
4467301153438780,0
4467300273379740,0
4467300260343500,0
4468031901960900,1
4468017003775320,1
4468026734494360,0
4468032602270050,1
4467981272340780,1
4468029918331890,0
4468390153960310,1
4468380406604710,0
4468630257885360,0
4470849753043540,0
4470885647817230,0
4471091206430500,0
4469375261947240,0
4471159804320190,0
4470202949644310,0
4471871011313470,0
4471798114776930,0
4471987314944810,0
4470559435525610,0
4471886102324760,0
4470921538719360,0
4472353235311780,0
4470912499794690,0
4470931436673880,0
4472251808085010,0
4470917768049860,0
4472373526784850,0
4472366279454090,0
4472686791201640,0
4472722492754270,0
4472655346592760,1
4473103088158590,0
4473087997502920,0
4473105877240020,0
4473104351024410,0
4472693912781640,0
4456015002737710,0
4455877316918170,0
4456361352126380,0
4457084982330980,0
4457820893922990,0
4457749444790850,0
4457898002807740,0
4458208481355390,0
4458419853503020,0
4458587864269730,0
4458907785163020,0
4459120650009570,0
4461294243261090,0
4459688525269000,0
4460388923788900,0
4461416285004210,0
4461315516857530,0
4461782993132120,0
4461552855464080,0
4461776542842830,0
4461849171435840,0
4461850224213940,0
4464042972120400,0
4463842497378900,0
4464186585557630,0
4462838527416830,0
4462953228711990,0
4464727616837070,0
4465105766843330,0
4464409063665030,1
4464383705017990,0
4464406740251830,0
4464406756871180,0
4465780987219520,0
4464771514473060,0
4465785898652880,0
4465844551826340,0
4465489608747230,0
4465489323635370,0
4465471279974910,0
4465433933089800,1
4465855770963210,0
4465820220158440,0
4466902439443950,0
4467472722191860,0
4466945497373640,0
4466940968037050,0
4467472931767440,0
4467468590059190,0
4467297240421310,-1
4467299275234670,0
4467307592036200,0
4467666616164500,0
4468032413863560,0
4468031750695890,0
4468016463044540,0
4468386295750590,0
4468340409727250,0
4468380847772490,0
4468755146496840,0
4468553710900510,0
4468659269450490,0
4469116482175180,0
4469120349463410,0
4469115752415220,0
4469112916850480,0
4469094764198020,0
4469045640260460,0
4469468749246440,0
4469478740402500,0
4469461647911230,0
4469267640272520,0
4469843992769230,0
4470135622335580,0
4470194469015250,0
4470569942773990,0
4470566759216210,0
4470447686975330,0
4470544504596860,0
4470459997271030,0
4470932192419770,0
4470825673083470,0
4470906677892220,0
4471292641804390,0
4471281129339210,0
4471294134937410,0
4471275919066310,0
4471269791863100,0
4471655038181490,0
4471282785126110,0
4471479016098630,0
4471583043172700,0
4472011449548570,0
4471586231372020,0
4472018684869180,0
4472737265188820,0
4473451329009410,0
4472976558319680,0
4472892840868800,0
4473412842002790,0
4457294038941320,0
4465495367697510,0
4465491198838800,0
4465495044794120,0
4465836352293340,0
4465857964995060,0
4465858304386720,0
4465838327618760,0
4466204674858300,0
4466111125241370,-1
4466204447923540,0
4458249266753710,0
4466441845684040,0
4466422959307700,0
4458449012235780,0
4466824261813620,0
4467275992171750,0
4467247152439460,0
4467295718347390,0
4467995047160100,0
4467940806575810,0
4468301347948530,0
4468312333872500,0
4468752332590830,0
4468733945190620,0
4468733415969770,0
4468741838183700,0
4460651286549760,0
4469016846522840,0
4469465284778800,0
4469824203373120,0
4461086432262040,0
4469810002069970,0
4469753001246340,0
4470178597258140,0
4461068241938530,0
4470197782418700,0
4470187078501150,0
4471601892741980,0
4462035029135020,0
4471643688359500,0
4471581017775710,0
4471991329265010,0
4472285198933640,0
4472334838660870,0
4472308121245590,0
4472931772184540,0
4473468760173060,0
4473462393263460,0
4466517250477480,0
4470183764688460,0
4470554616493780,0
4466945237339240,0
4466940904599990,0
4467157041205410,0
4467101769121060,0
4472042072420460,0
4470049903268050,0
4457614178264030,0
4458055246727070,0
4458250546126670,0
4472919163750240,0
4460084882798190,0
4461429443038400,0
4461652520741790,0
4462218316299300,0
4462944546673890,0
4463309476894770,0
4462944496421190,0
4463310252399480,0
4464035376503990,1
4464759811898330,0
4464407331495670,1
4465001278537690,0
4464677930770090,0
4464719953543580,0
4465055343282170,0
4464572150710210,1
4464917165673160,0
4465098993264920,0
4465449058572070,0
4465465781385250,0
4465413407073120,0
4465444872169370,0
4465670454802490,0
4465656651202550,0
4465840864978720,0
4466126865600490,0
4466208831476400,1
4466201806130190,0
4466193781971100,0
4466537722870000,0
4466469578040220,0
4466932382248530,0
4466762336465460,1
4466748907017600,0
4466714299323070,0
4467291137755190,0
4467219235242290,0
4467639638613690,0
4468026767925210,0
4466173980860160,0
4467991930624580,1
4468028877758120,0
4467991612165270,0
